lcl|NZ_CP053391.1_rrna_4	27-[+9]-264-[+8]-227-[+4]-196-[+10]-38-[+7]-90-[+8]-129-[+8]-6-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-191
lcl|NZ_CP072549.1_rrna_12	361-[+8]-227-[+4]-196-[+10]-69-[+5]-362-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP040105.1_rrna_20	27-[+9]-265-[+8]-227-[+4]-196-[+10]-38-[+7]-90-[+8]-129-[+8]-6-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-191
lcl|NC_016603.1_rrna_39	27-[+9]-264-[+8]-227-[+4]-179-[+10]-38-[+7]-89-[+8]-221-[+5]-24-[+1]-19-[+2]-22-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-201
lcl|NZ_CP030031.1_rrna_6	27-[+9]-264-[+8]-227-[+4]-196-[+10]-220-[+8]-219-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP044483.1_rrna_4	144-[+3]-79-[+8]-227-[+4]-196-[+10]-529-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP065820.1_rrna_4	27-[+9]-264-[+8]-227-[+4]-196-[+10]-38-[+7]-90-[+8]-129-[+8]-6-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-191
lcl|NZ_CP073241.1_rrna_23	27-[+9]-264-[+8]-225-[+4]-196-[+10]-221-[+8]-219-[+5]-179-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-191
lcl|NZ_CP071766.1_rrna_13	27-[+9]-263-[+8]-227-[+4]-196-[+10]-48-[+6]-371-[+5]-180-[+2]-20-[+6]-70-[+9]-47-[+3]-[+1]-5-[+7]-52-[+9]-70
lcl|NZ_AP024524.1_rrna_4	361-[+8]-227-[+4]-196-[+10]-527-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP031716.1_rrna_4	361-[+8]-227-[+4]-196-[+10]-527-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP007715.1_rrna_11	371-[+8]-228-[+4]-35-[+1]-23-[+10]-222-[+8]-219-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_LR134515.1_rrna_3	371-[+8]-229-[+4]-35-[+1]-23-[+10]-222-[+8]-40-[+7]-88-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP009159.1_rrna_10	371-[+8]-228-[+4]-35-[+1]-23-[+10]-222-[+8]-219-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP066049.1_rrna_4	277-[+8]-83-[+8]-81-[+5]-61-[+4]-198-[+10]-400-[+4]-171-[+5]-181-[+2]-19-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-197
lcl|NZ_CP066060.1_rrna_12	452-[+8]-81-[+5]-61-[+4]-197-[+10]-534-[+9]-103-[+5]-27-[+3]-18-[+2]-19-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-197
lcl|NZ_CP023445.1_rrna_12	456-[+8]-226-[+4]-196-[+10]-480-[+8]-60-[+5]-183-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP021422.1_rrna_6	250-[+6]-45-[+8]-230-[+4]-192-[+10]-462-[+5]-144-[+2]-20-[+6]-72-[+9]-49-[+3]-[+1]-5-[+7]-187
lcl|NC_022567.1_rrna_7	451-[+8]-229-[+4]-197-[+10]-519-[+5]-182-[+2]-20-[+6]-71-[+9]-48-[+3]-[+1]-5-[+7]-177
lcl|NZ_CP013988.1_rrna_4	229-[+3]-41-[+8]-227-[+4]-196-[+10]-33-[+3]-110-[+3]-102-[+5]-155-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP014161.1_rrna_4	81-[+7]-236-[+8]-227-[+4]-35-[+1]-23-[+10]-276-[+3]-106-[+5]-155-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_AP022254.1_rrna_8	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-79-[+9]-376-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP084351.1_rrna_7	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-79-[+9]-131-[+4]-107-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_LR134376.1_rrna_7	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-526-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP084358.1_rrna_9	93-[+9]-199-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-79-[+9]-376-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP050851.1_rrna_7	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-79-[+9]-131-[+4]-107-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP066092.1_rrna_36	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-79-[+9]-376-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP075564.1_rrna_8	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-281-[+4]-107-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP051883.1_rrna_57	185-[+3]-38-[+8]-19-[+5]-106-[+4]-122-[+9]-4-[+10]-280-[+4]-107-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-4-[+7]-192
lcl|NZ_CP044060.1_rrna_56	362-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-281-[+4]-107-[+5]-180-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NC_015684.1_rrna_50	421-[+8]-232-[+4]-196-[+10]-10-[+9]-56-[+6]-101-[+9]-12-[+5]-156-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-175
lcl|NZ_LR134327.1_rrna_9	371-[+8]-224-[+4]-122-[+9]-4-[+10]-222-[+8]-220-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_LS483443.1_rrna_7	371-[+8]-19-[+5]-107-[+4]-122-[+9]-4-[+10]-222-[+8]-220-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CM002258.1_rrna_39	29-[+4]-241-[+8]-19-[+5]-109-[+4]-196-[+10]-10-[+9]-164-[+9]-122-[+5]-156-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-176
lcl|NZ_CP033022.1_rrna_39	29-[+4]-242-[+8]-239-[+4]-196-[+10]-10-[+9]-165-[+9]-122-[+5]-156-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-176
lcl|NZ_CP073110.1_rrna_43	529-[+8]-19-[+5]-109-[+4]-196-[+10]-10-[+9]-157-[+9]-122-[+5]-156-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-176
lcl|NZ_CP033031.1_rrna_37	29-[+4]-20-[+7]-218-[+8]-19-[+5]-109-[+4]-196-[+10]-10-[+9]-155-[+9]-122-[+5]-156-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-176
lcl|NZ_CP054150.1_rrna_45	409-[+8]-19-[+5]-108-[+4]-196-[+10]-10-[+9]-164-[+9]-122-[+5]-156-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-176
lcl|NZ_AP021898.1_rrna_15	187-[+3]-85-[+8]-233-[+4]-193-[+10]-193-[+2]-127-[+5]-157-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-6-[+7]-174
lcl|NZ_CP022390.1_rrna_7	27-[+9]-113-[+8]-74-[+8]-21-[+5]-108-[+4]-44-[+6]-42-[+10]-222-[+8]-214-[+5]-171-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-191
lcl|NZ_CP013119.1_rrna_16	27-[+9]-113-[+8]-74-[+8]-21-[+5]-108-[+4]-44-[+6]-42-[+10]-220-[+8]-214-[+5]-171-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-191
lcl|NC_017187.1_rrna_20	387-[+8]-233-[+4]-196-[+10]-22-[+2]-179-[+2]-57-[+5]-43-[+10]-78-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-175
lcl|NZ_CP032823.1_rrna_5	387-[+8]-233-[+4]-196-[+10]-338-[+2]-57-[+5]-43-[+10]-78-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-175
lcl|NZ_CP032099.1_rrna_21	387-[+8]-233-[+4]-196-[+10]-22-[+2]-179-[+2]-57-[+5]-43-[+10]-78-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-175
lcl|NZ_CP051298.1_rrna_49	205-[+8]-74-[+8]-226-[+4]-86-[+9]-39-[+10]-354-[+4]-31-[+5]-170-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-51-[+9]-70
lcl|NC_013205.1_rrna_2	444-[+8]-227-[+4]-41-[+6]-48-[+10]-518-[+5]-161-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NC_011312.1_rrna_2	358-[+8]-227-[+4]-196-[+10]-221-[+8]-220-[+5]-182-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_AP019735.1_rrna_3	393-[+8]-233-[+4]-202-[+10]-214-[+8]-222-[+5]-11-[+3]-4-[+2]-20-[+6]-59-[+9]-47-[+3]-[+1]-5-[+7]-25-[+2]-11
lcl|NZ_AP019734.1_rrna_17	51-[+9]-270-[+8]-233-[+4]-202-[+10]-214-[+8]-87-[+5]-37-[+5]-153-[+2]-20-[+6]-59-[+9]-47-[+3]-[+1]-5-[+7]-174
lcl|NZ_CP008849.1_rrna_2	358-[+8]-19-[+5]-104-[+4]-194-[+10]-188-[+7]-243-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-190
lcl|NZ_CP018321.1_rrna_2	180-[+3]-38-[+8]-19-[+5]-107-[+4]-195-[+10]-521-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-190
lcl|NZ_CP018029.1_rrna_2	180-[+3]-38-[+8]-19-[+5]-107-[+4]-195-[+10]-521-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-190
lcl|NZ_CP014322.1_rrna_2	176-[+3]-38-[+8]-173-[+7]-76-[+4]-195-[+10]-521-[+5]-180-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-190
lcl|NZ_CP059564.1_rrna_7	368-[+8]-227-[+4]-196-[+10]-220-[+8]-220-[+5]-170-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_AP019711.1_rrna_17	21-[+4]-18-[+2]-88-[+8]-226-[+4]-196-[+10]-119-[+3]-266-[+5]-153-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-185
lcl|NC_021252.1_rrna_18	52-[+9]-30-[+5]-203-[+8]-243-[+4]-197-[+10]-516-[+8]-60-[+5]-185-[+2]-19-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-189
lcl|NC_022116.1_rrna_18	152-[+5]-202-[+8]-229-[+4]-24-[+10]-114-[+10]-662-[+5]-183-[+2]-19-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-190
lcl|NC_019771.1_rrna_12	390-[+8]-228-[+4]-194-[+10]-135-[+10]-268-[+5]-156-[+2]-20-[+6]-71-[+9]-48-[+3]-[+1]-5-[+7]-188
lcl|NC_011891.1_rrna_15	426-[+8]-239-[+4]-202-[+10]-265-[+3]-128-[+5]-185-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP084016.1_rrna_24	402-[+8]-231-[+4]-195-[+10]-262-[+3]-115-[+5]-157-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NC_021016.1_rrna_2	404-[+8]-45-[+3]-46-[+4]-67-[+10]-69-[+10]-513-[+5]-151-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NC_012026.1_rrna_5	134-[+3]-84-[+8]-257-[+4]-197-[+10]-434-[+5]-156-[+2]-20-[+6]-5-[+10]-8-[+9]-48-[+3]-[+1]-5-[+7]-176
lcl|NC_021880.1_rrna_6	192-[+3]-26-[+8]-75-[+6]-77-[+4]-197-[+10]-433-[+5]-156-[+2]-20-[+6]-5-[+10]-8-[+9]-48-[+3]-[+1]-5-[+7]-176
lcl|NZ_CP080568.1_rrna_3	187-[+3]-89-[+8]-229-[+4]-198-[+10]-282-[+3]-106-[+5]-155-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_LR134406.1_rrna_3	459-[+8]-30-[+6]-100-[+4]-196-[+10]-441-[+6]-92-[+5]-187-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP072384.1_rrna_3	462-[+8]-236-[+4]-196-[+10]-336-[+2]-156-[+5]-187-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_LS483427.1_rrna_11	106-[+6]-130-[+10]-44-[+8]-229-[+4]-197-[+10]-6-[+8]-200-[+7]-251-[+5]-184-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NC_006513.1_rrna_13	181-[+3]-49-[+8]-228-[+4]-197-[+10]-216-[+8]-218-[+5]-170-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-52-[+9]-70
lcl|NZ_LR131272.1_rrna_17	295-[+7]-70-[+8]-231-[+4]-197-[+10]-339-[+2]-198-[+5]-193-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-104-[+8]-5
lcl|NZ_CP013745.1_rrna_2	82-[+1]-244-[+8]-247-[+4]-197-[+10]-324-[+8]-261-[+5]-190-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP018863.1_rrna_26	460-[+8]-231-[+4]-197-[+10]-663-[+5]-187-[+2]-19-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-106-[+8]-5
lcl|NZ_AP014690.1_rrna_14	354-[+8]-227-[+4]-196-[+10]-169-[+1]-121-[+5]-156-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-172
lcl|NC_014816.1_rrna_4	89-[+5]-211-[+8]-91-[+1]-1-[+4]-92-[+7]-10-[+10]-417-[+5]-155-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-174
lcl|NZ_CP042941.1_rrna_24	369-[+8]-228-[+4]-197-[+10]-223-[+8]-220-[+5]-184-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP050316.1_rrna_8	212-[+8]-74-[+8]-345-[+4]-35-[+1]-23-[+10]-222-[+8]-221-[+5]-181-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP016210.1_rrna_5	181-[+3]-49-[+8]-226-[+4]-197-[+10]-69-[+10]-91-[+8]-47-[+4]-32-[+5]-170-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-52-[+9]-70
lcl|NZ_CP064782.1_rrna_7	41-[+8]-80-[+8]-74-[+8]-226-[+4]-75-[+8]-36-[+10]-521-[+5]-172-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-52-[+9]-70
lcl|NZ_CP022253.1_rrna_2	353-[+8]-229-[+4]-92-[+5]-5-[+10]-10-[+9]-146-[+8]-115-[+5]-158-[+2]-20-[+6]-72-[+9]-47-[+3]-[+1]-5-[+7]-175
lcl|NZ_CP011835.1_rrna_4	92-[+9]-198-[+8]-228-[+4]-196-[+10]-220-[+8]-222-[+5]-179-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NC_012560.1_rrna_4	92-[+9]-198-[+8]-228-[+4]-196-[+10]-220-[+8]-222-[+5]-179-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-192
lcl|NZ_CP009108.1_rrna_11	152-[+5]-166-[+8]-228-[+4]-35-[+1]-23-[+10]-78-[+1]-143-[+10]-110-[+5]-167-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NC_020272.1_rrna_9	416-[+8]-229-[+4]-35-[+1]-23-[+10]-77-[+1]-143-[+10]-110-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NC_007530.2_rrna_4	284-[+7]-40-[+8]-227-[+4]-197-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP007640.1_rrna_4	416-[+8]-228-[+4]-35-[+1]-23-[+10]-77-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP017060.1_rrna_4	284-[+7]-40-[+8]-227-[+4]-36-[+1]-23-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP024109.1_rrna_4	151-[+5]-35-[+7]-40-[+8]-227-[+4]-197-[+10]-81-[+1]-42-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP035232.1_rrna_4	187-[+3]-91-[+8]-229-[+4]-35-[+1]-23-[+10]-78-[+1]-143-[+10]-110-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP029364.1_rrna_20	263-[+8]-67-[+8]-228-[+4]-35-[+1]-23-[+10]-77-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP080644.1_rrna_4	187-[+3]-91-[+8]-228-[+4]-35-[+1]-23-[+10]-77-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP014842.1_rrna_2	187-[+3]-91-[+8]-229-[+4]-35-[+1]-23-[+10]-78-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-188
lcl|NZ_CP051464.1_rrna_4	263-[+8]-67-[+8]-228-[+4]-35-[+1]-23-[+10]-77-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP035997.1_rrna_26	284-[+7]-40-[+8]-227-[+4]-36-[+1]-23-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP047366.1_rrna_4	284-[+7]-40-[+8]-227-[+4]-36-[+1]-23-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP023665.1_rrna_4	187-[+3]-91-[+8]-229-[+4]-35-[+1]-23-[+10]-78-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CM000745.1_rrna_93	416-[+8]-227-[+4]-36-[+1]-23-[+10]-81-[+1]-42-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP043404.1_rrna_20	152-[+5]-166-[+8]-228-[+4]-35-[+1]-23-[+10]-78-[+1]-142-[+10]-110-[+5]-167-[+2]-20-[+6]-70-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NC_000964.3_rrna_4	416-[+8]-228-[+4]-35-[+1]-23-[+10]-77-[+1]-143-[+10]-109-[+5]-166-[+2]-20-[+6]-71-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CM000753.1_rrna_28	284-[+7]-40-[+8]-227-[+4]-36-[+1]-23-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP064875.1_rrna_4	284-[+7]-40-[+8]-227-[+4]-36-[+1]-23-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
lcl|NZ_CP049019.1_rrna_2	284-[+7]-40-[+8]-227-[+4]-197-[+10]-6-[+8]-169-[+4]-132-[+5]-155-[+2]-20-[+6]-5-[+10]-7-[+9]-47-[+3]-[+1]-5-[+7]-187
