#name	ftp_path	organism	assembly_level
Arca_haemolyticum_GCF_900475915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/915/GCF_900475915.1_48128_H02	Arcanobacterium haemolyticum	Complete Genome
Archae_fulg_DSM_8774_GCF_000734035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/035/GCF_000734035.1_ASM73403v1	Archaeoglobus fulgidus	Complete Genome
Aro_aromaticum_EbN1_GCF_000025965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/965/GCF_000025965.1_ASM2596v1	Aromatoleum aromaticum	Complete Genome
Art_agi_GCF_900631605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/631/605/GCF_900631605.1_NCTC2676_1_2	Arthrobacter agilis	Complete Genome
Art_alpinus_GCF_000755585_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/585/GCF_000755585.2_ASM75558v2	Arthrobacter alpinus	Complete Genome
Art_crys_GCF_002849715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/715/GCF_002849715.1_ASM284971v1	Arthrobacter crystallopoietes	Complete Genome
Asa_bog_NBRC_16594_GCF_001547995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/995/GCF_001547995.1_ASM154799v1	Asaia bogorensis	Complete Genome
Ast_exc_CB_48_GCF_000175215_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/215/GCF_000175215.2_ASM17521v2	Asticcacaulis excentricus	Complete Genome
At_herma_GCF_008064855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/064/855/GCF_008064855.1_ASM806485v1	Atlantibacter hermannii	Complete Genome
Av_paragal_GCF_011765605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/765/605/GCF_011765605.1_ASM1176560v1	Avibacterium paragallinarum	Complete Genome
Azoa_olea_GCF_001682385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/385/GCF_001682385.1_ASM168238v1	Azoarcus olearius	Complete Genome
Azospira_inq_GCF_018905915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/905/915/GCF_018905915.1_ASM1890591v1	Azospira inquinata	Complete Genome
Azospiri_bald_GCF_003119195_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/119/195/GCF_003119195.2_ASM311919v2	Azospirillum baldaniorum	Chromosome
Azot_chroo_GCF_002220155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/155/GCF_002220155.1_ASM222015v1	Azotobacter chroococcum	Complete Genome
Azot_vine_DJ_GCF_000021045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/045/GCF_000021045.1_ASM2104v1	Azotobacter vinelandii	Complete Genome
Baci_alt_GCF_001191605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/191/605/GCF_001191605.1_ASM119160v1	Bacillus altitudinis	Complete Genome
Baci_amyloli_IT_45_GCF_000242855_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/855/GCF_000242855.2_ASM24285v2	Bacillus amyloliquefaciens	Complete Genome
Baci_anthra_Ames_Ancestor_GCF_000008445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/445/GCF_000008445.1_ASM844v1	Bacillus anthracis	Complete Genome
Baci_atrop_globigii_GCF_000742675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/675/GCF_000742675.1_ASM74267v1	Bacillus atrophaeus	Chromosome
Baci_cere_GCF_002220285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/285/GCF_002220285.1_ASM222028v1	Bacillus cereus	Complete Genome
Baci_cyt_GCF_002250945_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/945/GCF_002250945.2_ASM225094v2	Bacillus cytotoxicus	Complete Genome
Baci_gly_GCF_004103615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/103/615/GCF_004103615.1_ASM410361v1	Bacillus glycinifermentans	Complete Genome
Baci_halot_GCF_004006435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/435/GCF_004006435.1_ASM400643v1	Bacillus halotolerans	Complete Genome
Baci_ina_GCF_019598985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/598/985/GCF_019598985.1_ASM1959898v1	Bacillus inaquosorum	Chromosome
Baci_lic_GCF_002074095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/095/GCF_002074095.1_ASM207409v1	Bacillus licheniformis	Complete Genome
Baci_moj_GCF_012648005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/648/005/GCF_012648005.1_ASM1264800v1	Bacillus mojavensis	Complete Genome
Baci_myc_GCF_018739485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/739/485/GCF_018739485.1_ASM1873948v1	Bacillus mycoides	Complete Genome
Baci_nitratireducens_GCF_018141025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/025/GCF_018141025.1_ASM1814102v1	Bacillus nitratireducens	Complete Genome
Baci_parali_GCF_002993925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/925/GCF_002993925.1_ASM299392v1	Bacillus paralicheniformis	Complete Genome
Baci_pseudomy_DSM_12442_GCF_000161455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/455/GCF_000161455.1_ASM16145v1	Bacillus pseudomycoides	Chromosome
Baci_saf_GCF_008244765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/244/765/GCF_008244765.1_ASM824476v1	Bacillus safensis	Complete Genome
Baci_thu_berliner_ATCC_10792_GCF_000161615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/615/GCF_000161615.1_ASM16161v1	Bacillus thuringiensis	Chromosome
Baci_toy_GCF_016605985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/605/985/GCF_016605985.1_ASM1660598v1	Bacillus toyonensis	Complete Genome
Baci_tro_GCF_011040455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/040/455/GCF_011040455.1_ASM1104045v1	Bacillus tropicus	Chromosome
Baci_val_GCF_003667885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/667/885/GCF_003667885.1_ASM366788v1	Bacillus vallismortis	Complete Genome
Baci_vel_GCF_000769555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/555/GCF_000769555.1_ASM76955v1	Bacillus velezensis	Complete Genome
Baci_wie_GCF_008807735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/735/GCF_008807735.1_ASM880773v1	Bacillus wiedmannii	Complete Genome
Bacteri_sto_GCF_006874605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/874/605/GCF_006874605.1_ASM687460v1	Bacteriovorax stolpii	Complete Genome
Bactero_caec_GCF_001688725_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/725/GCF_001688725.2_ASM168872v2	Bacteroides caecimuris	Complete Genome
Bactero_cellulosi_GCF_018292125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/125/GCF_018292125.1_ASM1829212v1	Bacteroides cellulosilyticus	Complete Genome
Bactero_egg_GCF_016894205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/894/205/GCF_016894205.1_ASM1689420v1	Bacteroides eggerthii	Chromosome
Bactero_faecis_GCF_020091505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/091/505/GCF_020091505.1_ASM2009150v1	Bacteroides faecis	Complete Genome
Bactero_GCF_016889925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/889/925/GCF_016889925.1_ASM1688992v1	Bacteroides fragilis	Complete Genome
Bactero_intestinalis_GCF_020341675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/341/675/GCF_020341675.1_ASM2034167v1	Bacteroides intestinalis	Chromosome
Bactero_ovatus_GCF_001314995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/995/GCF_001314995.1_ASM131499v1	Bacteroides ovatus	Complete Genome
Bactero_thet_GCF_014131755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/131/755/GCF_014131755.1_ASM1413175v1	Bacteroides thetaiotaomicron	Complete Genome
Bactero_uni_CL03T12C37_GCF_018292165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/292/165/GCF_018292165.1_ASM1829216v1	Bacteroides uniformis	Complete Genome
Bactero_xylani_GCF_018289135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/289/135/GCF_018289135.1_ASM1828913v1	Bacteroides xylanisolvens	Complete Genome
Bar_baci_GCF_009498695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/695/GCF_009498695.1_ASM949869v1	Bartonella bacilliformis	Complete Genome
Bar_hen_GCF_000612965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/965/GCF_000612965.1_PRJEB4971_assembly_1	Bartonella henselae	Complete Genome
Bar_kra_GCF_003606345_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/606/345/GCF_003606345.3_ASM360634v3	Bartonella krasnovii	Complete Genome
Bar_quint_GCF_009936175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/175/GCF_009936175.1_ASM993617v1	Bartonella quintana	Complete Genome
Bar_trib_CIP_105476_GCF_000196435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/435/GCF_000196435.1_ASM19643v1	Bartonella tribocorum	Complete Genome
Bar_vins_GCF_900638635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/635/GCF_900638635.1_58174_G01	Bartonella vinsonii	Complete Genome
Bd_bact_GCF_000691605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/605/GCF_000691605.1_ASM69160v1	Bdellovibrio bacteriovorus	Complete Genome
Be_lept_GCF_001305575_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/575/GCF_001305575.3_ASM130557v3	Beggiatoa leptomitoformis	Complete Genome
